product_id,sku,product_name,category,brand,supplier_id,unit,unit_price,status
710,SKU00710,Nestle Product 710,Personal Care,Nestle,77.0,Bottle,2486.84,Inactive
711,SKU00711,P&G Product 711,Household,P&G,20.0,Pack,1519.07,Inactive
712,SKU00712,Parle Product 712,Frozen Food,Parle,121.0,Pack,986.35,Active
713,SKU00713,P&G Product 713,Personal Care,Dabur,104.0,Litre,1706.74,Inactive
714,SKU00714,Parle Product 714,Personal Care,Unilever,114.0,Pack,2133.88,Inactive
715,SKU00715,ITC Product 715,Household,Parle,112.0,Piece,1038.8,Inactive
716,SKU00716,Nestle Product 716,Bakery,Dabur,49.0,Piece,910.35,Active
717,SKU00717,Parle Product 717,Personal Care,Britannia,96.0,Bottle,124.79,Inactive
718,SKU00718,ITC Product 718,Household,Unilever,169.0,Litre,1876.8,Active
719,SKU00719,Dabur Product 719,Frozen Food,ITC,118.0,Kg,1916.08,Active
720,SKU00720,P&G Product 720,Snacks,Parle,108.0,Kg,129.37,Active
721,SKU00721,Nestle Product 721,Cleaning,ITC,14.0,Pack,481.54,Inactive
722,SKU00722,Britannia Product 722,Household,ITC,17.0,Pack,1209.82,Active
723,SKU00723,Parle Product 723,Frozen Food,Unilever,156.0,Kg,1684.97,Active
724,SKU00724,P&G Product 724,Beverages,Dabur,23.0,Pack,2254.7,Inactive
725,SKU00725,Parle Product 725,Household,Unilever,74.0,Pack,2433.98,Active
726,SKU00726,Dabur Product 726,Frozen Food,Britannia,193.0,Kg,895.05,Inactive
727,SKU00727,Nestle Product 727,Frozen Food,Parle,136.0,Bottle,1337.63,Inactive
728,SKU00728,Unilever Product 728,Bakery,P&G,4.0,Pack,1610.33,Inactive
729,SKU00729,Britannia Product 729,Cleaning,P&G,138.0,Kg,1137.73,Inactive
730,SKU00730,Unilever Product 730,Household,Parle,3.0,Litre,2138.01,Inactive
731,SKU00731,Parle Product 731,Cleaning,Unilever,102.0,Litre,2237.29,Inactive
732,SKU00732,P&G Product 732,Snacks,Dabur,78.0,Kg,1178.77,Inactive
733,SKU00733,Dabur Product 733,Bakery,Amul,121.0,Kg,647.73,Inactive
734,SKU00734,Dabur Product 734,Snacks,P&G,83.0,Piece,1307.83,Active
735,SKU00735,Parle Product 735,Snacks,Dabur,8.0,Kg,1473.39,Active
736,SKU00736,Dabur Product 736,Cleaning,P&G,178.0,Pack,2153.33,Inactive
737,SKU00737,Dabur Product 737,Dairy,P&G,160.0,Pack,209.93,Inactive
738,SKU00738,Dabur Product 738,Beverages,Amul,141.0,Kg,178.8,Active
739,SKU00739,Parle Product 739,Snacks,Amul,161.0,Kg,1413.36,Active
740,SKU00740,ITC Product 740,Dairy,Britannia,25.0,Litre,860.76,Active
741,SKU00741,Amul Product 741,Cleaning,Parle,111.0,Litre,1959.68,Active
742,SKU00742,Unilever Product 742,Personal Care,P&G,122.0,Piece,50.59,Active
743,SKU00743,Dabur Product 743,Cleaning,Parle,135.0,Piece,1461.82,Active
744,SKU00744,Parle Product 744,Personal Care,Dabur,6.0,Pack,190.8,Active
745,SKU00745,Unilever Product 745,Beverages,ITC,133.0,Kg,1147.13,Inactive
746,SKU00746,ITC Product 746,Bakery,Britannia,64.0,Litre,1865.62,Inactive
747,SKU00747,Britannia Product 747,Dairy,Unilever,159.0,Piece,74.1,Inactive
748,SKU00748,Unilever Product 748,Personal Care,Britannia,113.0,Piece,1311.67,Inactive
749,SKU00749,P&G Product 749,Personal Care,Unilever,48.0,Litre,1747.92,Active
750,SKU00750,Amul Product 750,Snacks,Dabur,60.0,Bottle,685.08,Inactive
751,SKU00751,Amul Product 751,Bakery,Unilever,83.0,Kg,956.9,Inactive
752,SKU00752,Parle Product 752,Beverages,P&G,36.0,Bottle,2315.87,Active
753,SKU00753,Amul Product 753,Household,ITC,10.0,Litre,2221.05,Inactive
754,SKU00754,P&G Product 754,Snacks,Amul,39.0,Pack,2308.17,Inactive
755,SKU00755,Parle Product 755,Beverages,Amul,66.0,Kg,1135.95,Inactive
756,SKU00756,Dabur Product 756,Household,Parle,42.0,Bottle,1824.93,Active
757,SKU00757,Parle Product 757,Cleaning,Amul,165.0,Pack,2477.11,Active
758,SKU00758,Britannia Product 758,Personal Care,P&G,122.0,Bottle,697.95,Inactive
759,SKU00759,Britannia Product 759,Frozen Food,P&G,56.0,Bottle,1906.84,Active
760,SKU00760,P&G Product 760,Snacks,Parle,53.0,Kg,804.52,Inactive
761,SKU00761,Britannia Product 761,Household,Nestle,100.0,Pack,2306.04,Active
762,SKU00762,Britannia Product 762,Cleaning,ITC,151.0,Bottle,1667.25,Active
763,SKU00763,Amul Product 763,Cleaning,ITC,101.0,Pack,995.54,Active
764,SKU00764,Amul Product 764,Household,Britannia,33.0,Litre,1043.22,Inactive
765,SKU00765,P&G Product 765,Bakery,Nestle,46.0,Piece,1018.42,Inactive
766,SKU00766,Amul Product 766,Household,Parle,129.0,Kg,2090.06,Inactive
767,SKU00767,Britannia Product 767,Cleaning,Parle,57.0,Kg,2021.81,Inactive
768,SKU00768,ITC Product 768,Frozen Food,Unilever,165.0,Bottle,2320.59,Inactive
769,SKU00769,ITC Product 769,Beverages,Parle,148.0,Piece,294.76,Active
770,SKU00770,Amul Product 770,Snacks,Dabur,10.0,Bottle,2012.22,Active
771,SKU00771,Britannia Product 771,Household,Amul,199.0,Litre,1324.1,Active
772,SKU00772,Parle Product 772,Household,Nestle,196.0,Litre,2041.12,Active
773,SKU00773,Amul Product 773,Household,Amul,57.0,Litre,837.56,Inactive
774,SKU00774,Amul Product 774,Dairy,ITC,30.0,Piece,2366.9,Inactive
775,SKU00775,P&G Product 775,Cleaning,Nestle,76.0,Kg,676.06,Inactive
776,SKU00776,Britannia Product 776,Personal Care,Parle,178.0,Litre,24.36,Inactive
777,SKU00777,ITC Product 777,Beverages,Parle,127.0,Bottle,2156.74,Inactive
778,SKU00778,ITC Product 778,Cleaning,Dabur,138.0,Piece,2424.93,Inactive
779,SKU00779,Nestle Product 779,Snacks,ITC,15.0,Kg,2421.7,Active
780,SKU00780,Parle Product 780,Personal Care,Britannia,36.0,Bottle,2003.35,Active
781,SKU00781,ITC Product 781,Bakery,Amul,11.0,Piece,2185.32,Inactive
782,SKU00782,Parle Product 782,Snacks,Parle,63.0,Pack,424.75,Active
783,SKU00783,Dabur Product 783,Personal Care,Dabur,83.0,Bottle,981.28,Inactive
784,SKU00784,ITC Product 784,Frozen Food,Britannia,148.0,Pack,1894.55,Inactive
785,SKU00785,P&G Product 785,Beverages,Dabur,53.0,Litre,2277.25,Active
786,SKU00786,Amul Product 786,Household,Dabur,158.0,Pack,695.73,Active
787,SKU00787,ITC Product 787,Beverages,Dabur,34.0,Bottle,1897.66,Active
788,SKU00788,Britannia Product 788,Frozen Food,ITC,11.0,Kg,1699.62,Inactive
789,SKU00789,Nestle Product 789,Personal Care,P&G,84.0,Litre,358.86,Inactive
790,SKU00790,Britannia Product 790,Cleaning,Britannia,63.0,Piece,1139.69,Active
791,SKU00791,Unilever Product 791,Beverages,Unilever,62.0,Litre,2084.57,Inactive
792,SKU00792,Parle Product 792,Frozen Food,ITC,119.0,Litre,1180.12,Active
793,SKU00793,Dabur Product 793,Dairy,Parle,189.0,Litre,520.94,Inactive
794,SKU00794,Nestle Product 794,Beverages,P&G,66.0,Bottle,1683.88,Inactive
795,SKU00795,Dabur Product 795,Beverages,ITC,19.0,Bottle,2469.04,Active
796,SKU00796,Dabur Product 796,Cleaning,Unilever,181.0,Piece,1613.86,Inactive
797,SKU00797,Nestle Product 797,Frozen Food,Britannia,132.0,Bottle,233.62,Inactive
798,SKU00798,P&G Product 798,Snacks,Unilever,150.0,Bottle,1211.99,Inactive
799,SKU00799,P&G Product 799,Household,Parle,8.0,Piece,1939.25,Active
800,SKU00800,Amul Product 800,Bakery,Unilever,5.0,Piece,502.37,Inactive
801,SKU00801,Amul Product 801,Household,Amul,152.0,Kg,1094.81,Inactive
802,SKU00802,Unilever Product 802,Household,Nestle,56.0,Piece,1488.24,Active
803,SKU00803,Nestle Product 803,Household,Amul,45.0,Piece,377.69,Inactive
804,SKU00804,Amul Product 804,Household,Amul,141.0,Piece,2001.3,Active
805,SKU00805,Amul Product 805,Dairy,ITC,154.0,Bottle,1332.42,Active
806,SKU00806,P&G Product 806,Cleaning,Unilever,4.0,Pack,1560.69,Inactive
807,SKU00807,Britannia Product 807,Household,Britannia,179.0,Bottle,1244.85,Active
808,SKU00808,Dabur Product 808,Bakery,P&G,194.0,Piece,1435.91,Inactive
809,SKU00809,Unilever Product 809,Beverages,Unilever,169.0,Bottle,132.99,Active
810,SKU00810,Dabur Product 810,Dairy,Dabur,45.0,Kg,722.16,Inactive
811,SKU00811,ITC Product 811,Snacks,Dabur,10.0,Bottle,1030.12,Inactive
812,SKU00812,ITC Product 812,Personal Care,Unilever,177.0,Kg,822.87,Inactive
813,SKU00813,Amul Product 813,Snacks,Britannia,87.0,Litre,974.97,Active
814,SKU00814,Parle Product 814,Bakery,Amul,79.0,Pack,553.86,Active
815,SKU00815,Unilever Product 815,Beverages,Dabur,149.0,Litre,387.33,Active
816,SKU00816,ITC Product 816,Household,Nestle,30.0,Piece,1211.28,Active
817,SKU00817,P&G Product 817,Personal Care,Amul,9.0,Kg,474.63,Active
818,SKU00818,ITC Product 818,Dairy,ITC,191.0,Bottle,1011.08,Inactive
819,SKU00819,Dabur Product 819,Personal Care,Dabur,140.0,Kg,302.66,Inactive
820,SKU00820,P&G Product 820,Frozen Food,Britannia,115.0,Piece,1353.56,Active
821,SKU00821,Britannia Product 821,Dairy,ITC,16.0,Litre,1269.97,Active
822,SKU00822,Unilever Product 822,Frozen Food,Amul,78.0,Pack,908.23,Active
823,SKU00823,Nestle Product 823,Dairy,Dabur,90.0,Kg,1572.23,Active
824,SKU00824,ITC Product 824,Frozen Food,Britannia,10.0,Piece,150.21,Inactive
825,SKU00825,Dabur Product 825,Frozen Food,Dabur,162.0,Bottle,250.03,Active
826,SKU00826,P&G Product 826,Personal Care,Nestle,172.0,Pack,638.39,Active
827,SKU00827,Unilever Product 827,Frozen Food,Dabur,64.0,Bottle,452.53,Active
828,SKU00828,P&G Product 828,Personal Care,Dabur,130.0,Bottle,1454.11,Inactive
829,SKU00829,Parle Product 829,Frozen Food,Parle,195.0,Litre,686.23,Active
830,SKU00830,Unilever Product 830,Personal Care,Nestle,37.0,Bottle,33.48,Active
831,SKU00831,Britannia Product 831,Personal Care,Unilever,67.0,Kg,2209.54,Active
832,SKU00832,Britannia Product 832,Household,Parle,127.0,Kg,56.9,Inactive
833,SKU00833,Parle Product 833,Bakery,P&G,102.0,Litre,1303.03,Active
834,SKU00834,P&G Product 834,Bakery,Parle,127.0,Bottle,204.8,Active
835,SKU00835,Unilever Product 835,Personal Care,P&G,150.0,Bottle,968.88,Active
836,SKU00836,Dabur Product 836,Personal Care,Parle,31.0,Piece,1231.05,Active
837,SKU00837,Amul Product 837,Beverages,Dabur,184.0,Kg,840.31,Active
838,SKU00838,Parle Product 838,Frozen Food,Nestle,55.0,Piece,1585.49,Inactive
839,SKU00839,Parle Product 839,Bakery,P&G,190.0,Litre,789.11,Active
840,SKU00840,ITC Product 840,Beverages,Britannia,90.0,Litre,761.8,Inactive
841,SKU00841,Britannia Product 841,Dairy,P&G,135.0,Kg,1654.9,Inactive
842,SKU00842,ITC Product 842,Bakery,Parle,132.0,Bottle,2014.5,Active
843,SKU00843,Parle Product 843,Personal Care,Parle,188.0,Pack,1616.14,Inactive
844,SKU00844,Unilever Product 844,Personal Care,Nestle,168.0,Kg,735.14,Active
845,SKU00845,P&G Product 845,Beverages,Parle,93.0,Piece,767.42,Active
846,SKU00846,ITC Product 846,Snacks,Britannia,103.0,Piece,1311.46,Inactive
847,SKU00847,Unilever Product 847,Household,Parle,129.0,Litre,2198.35,Inactive
848,SKU00848,Britannia Product 848,Household,Unilever,73.0,Pack,792.48,Active
849,SKU00849,Britannia Product 849,Cleaning,Nestle,91.0,Piece,2067.18,Inactive
850,SKU00850,P&G Product 850,Snacks,Amul,48.0,Litre,1603.69,Inactive
851,SKU00851,ITC Product 851,Dairy,Britannia,47.0,Kg,1015.68,Active
852,SKU00852,Nestle Product 852,Dairy,Nestle,186.0,Piece,1729.97,Inactive
853,SKU00853,Britannia Product 853,Frozen Food,Unilever,155.0,Litre,536.58,Active
854,SKU00854,Amul Product 854,Personal Care,Nestle,108.0,Kg,533.99,Inactive
855,SKU00855,Dabur Product 855,Snacks,Nestle,4.0,Piece,1281.73,Inactive
856,SKU00856,Parle Product 856,Bakery,Britannia,2.0,Bottle,1254.21,Inactive
857,SKU00857,ITC Product 857,Personal Care,ITC,152.0,Pack,173.94,Inactive
858,SKU00858,ITC Product 858,Snacks,Amul,199.0,Litre,1917.76,Active
859,SKU00859,Parle Product 859,Dairy,Unilever,193.0,Bottle,1443.66,Active
860,SKU00860,ITC Product 860,Personal Care,ITC,127.0,Pack,2391.15,Active
861,SKU00861,Unilever Product 861,Frozen Food,Britannia,89.0,Pack,398.03,Active
862,SKU00862,Amul Product 862,Beverages,Britannia,126.0,Piece,581.22,Inactive
863,SKU00863,Dabur Product 863,Frozen Food,Nestle,28.0,Kg,2033.89,Active
864,SKU00864,P&G Product 864,Bakery,Unilever,113.0,Piece,21.37,Inactive
865,SKU00865,Nestle Product 865,Frozen Food,Unilever,4.0,Litre,1626.56,Active
866,SKU00866,Nestle Product 866,Dairy,ITC,22.0,Kg,923.09,Active
867,SKU00867,Unilever Product 867,Snacks,Parle,8.0,Litre,1039.45,Inactive
868,SKU00868,Parle Product 868,Household,ITC,7.0,Kg,350.01,Active
869,SKU00869,ITC Product 869,Frozen Food,Amul,148.0,Kg,1719.64,Inactive
870,SKU00870,P&G Product 870,Household,Unilever,60.0,Pack,1204.16,Active
871,SKU00871,Parle Product 871,Frozen Food,Amul,163.0,Piece,1012.4,Active
872,SKU00872,Unilever Product 872,Dairy,Amul,52.0,Bottle,1844.6,Inactive
873,SKU00873,ITC Product 873,Beverages,Britannia,166.0,Bottle,1939.03,Inactive
874,SKU00874,Unilever Product 874,Bakery,Britannia,152.0,Kg,620.09,Active
875,SKU00875,P&G Product 875,Household,Britannia,181.0,Pack,184.15,Inactive
876,SKU00876,Amul Product 876,Household,Dabur,147.0,Bottle,2377.48,Active
877,SKU00877,ITC Product 877,Household,Unilever,186.0,Kg,2477.0,Active
878,SKU00878,Britannia Product 878,Beverages,Britannia,160.0,Kg,913.64,Active
879,SKU00879,Parle Product 879,Beverages,P&G,184.0,Pack,1109.27,Inactive
880,SKU00880,Unilever Product 880,Cleaning,Unilever,19.0,Litre,140.88,Inactive
881,SKU00881,Britannia Product 881,Personal Care,Dabur,155.0,Bottle,2250.85,Inactive
882,SKU00882,Amul Product 882,Snacks,ITC,113.0,Kg,2486.61,Inactive
883,SKU00883,Amul Product 883,Household,ITC,181.0,Piece,767.51,Active
884,SKU00884,Nestle Product 884,Beverages,P&G,14.0,Pack,399.73,Active
885,SKU00885,ITC Product 885,Snacks,Unilever,36.0,Bottle,1636.82,Inactive
886,SKU00886,Unilever Product 886,Cleaning,Nestle,13.0,Kg,2439.86,Active
887,SKU00887,ITC Product 887,Personal Care,Britannia,124.0,Piece,800.7,Active
888,SKU00888,Unilever Product 888,Personal Care,Nestle,148.0,Litre,1287.91,Active
889,SKU00889,Britannia Product 889,Frozen Food,ITC,139.0,Piece,1538.05,Inactive
890,SKU00890,Nestle Product 890,Dairy,P&G,102.0,Kg,138.34,Inactive
891,SKU00891,Parle Product 891,Dairy,ITC,2.0,Bottle,603.87,Inactive
892,SKU00892,Amul Product 892,Personal Care,Nestle,34.0,Litre,1637.03,Inactive
893,SKU00893,ITC Product 893,Cleaning,Amul,87.0,Kg,2007.12,Active
894,SKU00894,ITC Product 894,Snacks,P&G,14.0,Litre,1259.92,Inactive
895,SKU00895,Amul Product 895,Frozen Food,Britannia,159.0,Litre,1244.96,Active
896,SKU00896,Dabur Product 896,Dairy,Amul,60.0,Pack,744.71,Inactive
897,SKU00897,Britannia Product 897,Personal Care,Dabur,105.0,Pack,1612.29,Active
898,SKU00898,Nestle Product 898,Personal Care,Unilever,159.0,Piece,355.83,Active
899,SKU00899,Britannia Product 899,Frozen Food,P&G,127.0,Bottle,191.76,Inactive
900,SKU00900,P&G Product 900,Household,Britannia,197.0,Piece,1921.55,Active
901,SKU00901,Amul Product 901,Household,Britannia,129.0,Kg,1679.83,Inactive
902,SKU00902,ITC Product 902,Personal Care,Parle,172.0,Pack,639.39,Inactive
903,SKU00903,P&G Product 903,Dairy,Amul,150.0,Piece,2006.7,Active
904,SKU00904,Parle Product 904,Personal Care,P&G,2.0,Piece,1576.39,Active
905,SKU00905,Dabur Product 905,Cleaning,ITC,119.0,Bottle,2263.15,Inactive
906,SKU00906,P&G Product 906,Personal Care,ITC,163.0,Bottle,1514.5,Inactive
907,SKU00907,P&G Product 907,Beverages,P&G,159.0,Kg,2399.36,Inactive
908,SKU00908,Britannia Product 908,Snacks,Nestle,125.0,Pack,202.97,Inactive
909,SKU00909,Britannia Product 909,Snacks,Unilever,134.0,Bottle,1330.81,Active
910,SKU00910,P&G Product 910,Beverages,Nestle,181.0,Piece,153.24,Active
911,SKU00911,Britannia Product 911,Beverages,Unilever,109.0,Pack,806.39,Inactive
912,SKU00912,ITC Product 912,Dairy,Amul,173.0,Kg,238.65,Inactive
913,SKU00913,Parle Product 913,Frozen Food,Unilever,115.0,Bottle,531.08,Active
914,SKU00914,P&G Product 914,Beverages,Britannia,42.0,Pack,1748.55,Inactive
915,SKU00915,ITC Product 915,Beverages,P&G,200.0,Kg,1828.02,Inactive
916,SKU00916,Unilever Product 916,Household,Parle,47.0,Litre,677.68,Inactive
917,SKU00917,Unilever Product 917,Personal Care,Nestle,45.0,Kg,1510.1,Inactive
918,SKU00918,Amul Product 918,Frozen Food,Britannia,50.0,Litre,225.23,Active
919,SKU00919,P&G Product 919,Snacks,Amul,182.0,Bottle,372.01,Active
920,SKU00920,ITC Product 920,Cleaning,Dabur,28.0,Bottle,850.24,Active
921,SKU00921,Britannia Product 921,Beverages,ITC,25.0,Litre,853.99,Active
922,SKU00922,P&G Product 922,Dairy,ITC,146.0,Pack,841.29,Active
923,SKU00923,ITC Product 923,Beverages,Parle,84.0,Pack,675.08,Active
924,SKU00924,P&G Product 924,Bakery,Amul,176.0,Kg,1332.52,Active
925,SKU00925,P&G Product 925,Frozen Food,Unilever,192.0,Kg,2343.48,Active
926,SKU00926,ITC Product 926,Snacks,Parle,121.0,Bottle,711.32,Active
927,SKU00927,Amul Product 927,Beverages,Parle,33.0,Kg,88.56,Inactive
928,SKU00928,P&G Product 928,Personal Care,Amul,179.0,Bottle,1473.55,Active
929,SKU00929,Unilever Product 929,Frozen Food,Dabur,26.0,Pack,782.05,Inactive
930,SKU00930,ITC Product 930,Household,Unilever,155.0,Litre,1597.62,Active
931,SKU00931,P&G Product 931,Dairy,Parle,147.0,Kg,1244.78,Active
932,SKU00932,Dabur Product 932,Dairy,Britannia,184.0,Litre,1450.65,Inactive
933,SKU00933,P&G Product 933,Bakery,Unilever,36.0,Pack,1821.33,Active
934,SKU00934,Nestle Product 934,Household,P&G,15.0,Litre,216.77,Active
935,SKU00935,Britannia Product 935,Snacks,Parle,179.0,Piece,1224.6,Active
936,SKU00936,Dabur Product 936,Cleaning,Parle,162.0,Litre,1362.84,Active
937,SKU00937,Britannia Product 937,Snacks,ITC,58.0,Kg,171.33,Active
938,SKU00938,Dabur Product 938,Beverages,ITC,20.0,Litre,981.72,Inactive
939,SKU00939,Amul Product 939,Household,Nestle,25.0,Pack,2398.2,Active
940,SKU00940,Unilever Product 940,Cleaning,Unilever,7.0,Kg,1411.85,Active
941,SKU00941,Britannia Product 941,Bakery,Nestle,165.0,Bottle,1500.4,Active
942,SKU00942,Dabur Product 942,Dairy,Parle,95.0,Piece,93.79,Active
943,SKU00943,Dabur Product 943,Dairy,Nestle,54.0,Piece,2485.36,Inactive
944,SKU00944,Dabur Product 944,Dairy,Dabur,84.0,Kg,1833.68,Active
945,SKU00945,Unilever Product 945,Snacks,Britannia,101.0,Kg,160.83,Active
946,SKU00946,Nestle Product 946,Snacks,Nestle,163.0,Piece,1472.14,Inactive
947,SKU00947,Britannia Product 947,Beverages,Unilever,102.0,Bottle,1617.97,Inactive
948,SKU00948,Parle Product 948,Cleaning,ITC,88.0,Litre,1026.82,Active
949,SKU00949,Parle Product 949,Beverages,ITC,93.0,Litre,2415.49,Inactive
950,SKU00950,Britannia Product 950,Household,Nestle,61.0,Kg,1541.98,Inactive
951,SKU00951,Amul Product 951,Snacks,Nestle,67.0,Pack,1774.07,Inactive
952,SKU00952,Unilever Product 952,Frozen Food,P&G,176.0,Piece,1081.49,Inactive
953,SKU00953,P&G Product 953,Personal Care,Nestle,109.0,Litre,1785.54,Active
954,SKU00954,Dabur Product 954,Beverages,Parle,64.0,Litre,1563.99,Inactive
955,SKU00955,Nestle Product 955,Bakery,P&G,87.0,Kg,2310.92,Active
956,SKU00956,Nestle Product 956,Bakery,Britannia,112.0,Piece,1048.65,Inactive
957,SKU00957,Amul Product 957,Bakery,Britannia,88.0,Litre,736.91,Active
958,SKU00958,Nestle Product 958,Dairy,Parle,200.0,Piece,1289.3,Active
959,SKU00959,Unilever Product 959,Bakery,Dabur,32.0,Litre,384.74,Active
960,SKU00960,Parle Product 960,Cleaning,Dabur,68.0,Litre,129.88,Active
961,SKU00961,Unilever Product 961,Snacks,P&G,168.0,Bottle,1751.15,Inactive
962,SKU00962,Nestle Product 962,Bakery,ITC,96.0,Kg,973.02,Inactive
963,SKU00963,Britannia Product 963,Personal Care,Dabur,27.0,Litre,1359.62,Active
964,SKU00964,Nestle Product 964,Beverages,Dabur,22.0,Piece,1186.69,Active
965,SKU00965,Dabur Product 965,Snacks,Dabur,55.0,Litre,45.62,Active
966,SKU00966,Britannia Product 966,Household,ITC,138.0,Litre,918.11,Active
967,SKU00967,Nestle Product 967,Household,Amul,153.0,Bottle,1416.24,Active
968,SKU00968,Amul Product 968,Beverages,Dabur,161.0,Pack,1777.89,Active
969,SKU00969,Nestle Product 969,Frozen Food,Amul,36.0,Bottle,1098.7,Active
970,SKU00970,Parle Product 970,Personal Care,Parle,149.0,Kg,1962.19,Inactive
971,SKU00971,Dabur Product 971,Frozen Food,Dabur,143.0,Litre,2355.36,Inactive
972,SKU00972,Britannia Product 972,Dairy,Britannia,155.0,Pack,379.94,Inactive
973,SKU00973,Amul Product 973,Frozen Food,Amul,75.0,Piece,1961.34,Inactive
974,SKU00974,Britannia Product 974,Dairy,Unilever,97.0,Litre,1650.11,Active
975,SKU00975,P&G Product 975,Household,Parle,34.0,Litre,1448.94,Inactive
976,SKU00976,Unilever Product 976,Household,Nestle,28.0,Bottle,1408.09,Active
977,SKU00977,ITC Product 977,Beverages,P&G,154.0,Pack,550.48,Active
978,SKU00978,Britannia Product 978,Bakery,Unilever,62.0,Kg,1973.84,Inactive
979,SKU00979,Unilever Product 979,Beverages,Britannia,118.0,Pack,1251.0,Inactive
980,SKU00980,Amul Product 980,Beverages,P&G,49.0,Pack,1652.53,Inactive
981,SKU00981,ITC Product 981,Snacks,ITC,6.0,Piece,1553.23,Inactive
982,SKU00982,Parle Product 982,Bakery,Parle,15.0,Litre,1092.39,Active
983,SKU00983,Amul Product 983,Frozen Food,ITC,128.0,Piece,1367.6,Active
984,SKU00984,Britannia Product 984,Household,Dabur,112.0,Piece,1890.51,Inactive
985,SKU00985,Amul Product 985,Beverages,Nestle,64.0,Kg,45.71,Inactive
986,SKU00986,Nestle Product 986,Frozen Food,Nestle,117.0,Kg,1839.91,Active
987,SKU00987,Parle Product 987,Cleaning,Unilever,70.0,Bottle,337.27,Active
988,SKU00988,Amul Product 988,Bakery,Dabur,128.0,Pack,1092.97,Inactive
989,SKU00989,Britannia Product 989,Snacks,Dabur,91.0,Kg,1305.26,Inactive
990,SKU00990,Parle Product 990,Frozen Food,ITC,117.0,Pack,858.47,Active
991,SKU00991,Dabur Product 991,Frozen Food,P&G,178.0,Piece,2241.14,Active
992,SKU00992,ITC Product 992,Frozen Food,P&G,18.0,Kg,107.39,Active
993,SKU00993,P&G Product 993,Beverages,Nestle,120.0,Bottle,1850.73,Inactive
994,SKU00994,ITC Product 994,Bakery,ITC,110.0,Piece,1403.79,Inactive
995,SKU00995,Amul Product 995,Household,Unilever,196.0,Litre,1011.12,Inactive
996,SKU00996,Amul Product 996,Dairy,Nestle,79.0,Piece,533.17,Active
997,SKU00997,Nestle Product 997,Dairy,Nestle,80.0,Litre,2368.88,Active
998,SKU00998,Amul Product 998,Cleaning,Britannia,149.0,Litre,227.67,Inactive
999,SKU00999,ITC Product 999,Dairy,Amul,2.0,Bottle,1961.85,Inactive
1000,SKU01000,Amul Product 1000,Dairy,ITC,69.0,Litre,1907.99,Inactive
1001,SKU01001,Dabur Product 1001,Cleaning,Unilever,76.0,Piece,2192.75,Inactive
1002,SKU01002,Amul Product 1002,Bakery,Amul,45.0,Kg,30.02,Active
1003,SKU01003,Dabur Product 1003,Cleaning,Britannia,17.0,Pack,1235.04,Inactive
1004,SKU01004,Dabur Product 1004,Household,Unilever,59.0,Pack,952.79,Active
1005,SKU01005,ITC Product 1005,Snacks,Parle,108.0,Pack,94.94,Active
1006,SKU01006,ITC Product 1006,Beverages,Parle,15.0,Kg,437.1,Active
1007,SKU01007,Amul Product 1007,Personal Care,Unilever,134.0,Pack,2009.28,Active
1008,SKU01008,ITC Product 1008,Dairy,Unilever,160.0,Pack,2195.94,Inactive
1009,SKU01009,P&G Product 1009,Snacks,Nestle,101.0,Bottle,1886.68,Inactive
1010,SKU01010,Nestle Product 1010,Personal Care,Britannia,174.0,Pack,1796.36,Inactive
1011,SKU01011,Parle Product 1011,Personal Care,Dabur,138.0,Pack,2324.72,Inactive
1012,SKU01012,Unilever Product 1012,Cleaning,Parle,6.0,Pack,2038.06,Inactive
1013,SKU01013,Unilever Product 1013,Household,Amul,93.0,Pack,2218.15,Active
1014,SKU01014,Unilever Product 1014,Dairy,Amul,106.0,Pack,1791.1,Inactive
1015,SKU01015,Nestle Product 1015,Snacks,P&G,41.0,Pack,184.34,Active
1016,SKU01016,Nestle Product 1016,Dairy,Parle,60.0,Kg,252.36,Inactive
1017,SKU01017,Britannia Product 1017,Household,Amul,146.0,Litre,300.63,Active
1018,SKU01018,Britannia Product 1018,Beverages,Nestle,42.0,Pack,1279.3,Active
1019,SKU01019,Dabur Product 1019,Bakery,Unilever,135.0,Bottle,1778.11,Inactive
1020,SKU01020,P&G Product 1020,Snacks,ITC,82.0,Piece,42.97,Inactive
1021,SKU01021,Britannia Product 1021,Frozen Food,P&G,46.0,Piece,631.51,Active
1022,SKU01022,Britannia Product 1022,Beverages,Dabur,150.0,Piece,719.73,Active
1023,SKU01023,P&G Product 1023,Cleaning,Parle,32.0,Bottle,2121.15,Inactive
1024,SKU01024,P&G Product 1024,Household,Dabur,56.0,Pack,18.96,Active
1025,SKU01025,Nestle Product 1025,Household,Nestle,56.0,Kg,1450.48,Active
1026,SKU01026,Britannia Product 1026,Dairy,Britannia,31.0,Kg,135.12,Active
1027,SKU01027,Dabur Product 1027,Personal Care,P&G,130.0,Litre,1215.41,Inactive
1028,SKU01028,Britannia Product 1028,Personal Care,ITC,126.0,Litre,439.35,Active
1029,SKU01029,Unilever Product 1029,Household,Amul,107.0,Litre,777.53,Active
1030,SKU01030,Unilever Product 1030,Beverages,Parle,85.0,Pack,1905.47,Active
1031,SKU01031,Dabur Product 1031,Bakery,Britannia,92.0,Bottle,873.65,Inactive
1032,SKU01032,Dabur Product 1032,Snacks,P&G,192.0,Kg,1980.26,Inactive
