inventory_id,warehouse_id,product_id,batch_number,quantity,reorder_level,unit_cost,last_stocked_date
1102,2.0,1833.0,BT555361,161,50,1070.49,2025-08-19 14:25:20.935854
1103,3.0,1804.0,BT452983,28,29,419.22,2026-05-25 14:25:20.935878
1104,3.0,1014.0,BT388250,336,55,285.14,2025-12-22 14:25:20.935901
1105,4.0,120.0,BT703126,7,52,129.87,2026-05-07 14:25:20.935924
1106,2.0,1857.0,BT311083,176,29,74.02,2026-03-25 14:25:20.935947
1107,2.0,640.0,BT196868,136,24,633.28,2026-07-01 14:25:20.935971
1108,1.0,2096.0,BT782591,337,29,159.44,2025-07-31 14:25:20.935994
1109,4.0,601.0,BT357863,418,70,1276.68,2026-04-07 14:25:20.936017
1110,2.0,174.0,BT197246,327,39,14.87,2025-10-17 14:25:20.936041
1111,3.0,487.0,BT545363,322,52,663.35,2025-12-30 14:25:20.936065
1112,4.0,1377.0,BT637007,265,27,746.42,2026-02-17 14:25:20.936088
1113,4.0,192.0,BT876640,242,61,346.69,2026-04-16 14:25:20.936111
1114,1.0,989.0,BT851342,111,76,1316.13,2025-07-19 14:25:20.936134
1115,4.0,1460.0,BT649858,99,67,231.15,2026-05-02 14:25:20.936158
1116,3.0,2355.0,BT123184,81,26,766.66,2026-05-01 14:25:20.936181
1117,2.0,2825.0,BT949397,62,76,182.26,2026-04-08 14:25:20.936204
1118,4.0,874.0,BT667562,366,44,528.94,2025-07-29 14:25:20.936227
1119,2.0,1977.0,BT912625,372,28,1138.11,2026-04-15 14:25:20.936250
1120,1.0,2531.0,BT910591,82,33,429.74,2025-09-26 14:25:20.936273
1121,4.0,1578.0,BT517908,226,43,102.21,2026-02-14 14:25:20.936297
1122,3.0,1371.0,BT808509,364,37,769.67,2026-01-28 14:25:20.936320
1123,4.0,733.0,BT594888,235,30,396.02,2025-10-01 14:25:20.936343
1124,4.0,655.0,BT937914,144,68,398.06,2026-02-04 14:25:20.936367
1125,2.0,394.0,BT142687,398,78,1325.71,2025-09-30 14:25:20.936416
1126,2.0,2026.0,BT729019,423,72,933.57,2025-12-03 14:25:20.936445
1127,2.0,2945.0,BT700006,188,61,1427.3,2026-04-09 14:25:20.936468
1128,4.0,759.0,BT838929,93,63,1003.51,2025-10-08 14:25:20.936492
1129,4.0,381.0,BT143083,210,41,166.91,2025-10-10 14:25:20.936515
1130,1.0,163.0,BT874372,211,29,77.28,2025-10-22 14:25:20.936539
1131,4.0,1357.0,BT902124,126,39,134.36,2025-11-03 14:25:20.936562
1132,2.0,2845.0,BT272449,409,59,860.7,2025-12-09 14:25:20.936585
1133,1.0,2120.0,BT104908,156,20,537.11,2025-07-18 14:25:20.936609
1134,3.0,1436.0,BT734367,277,75,337.89,2026-03-16 14:25:20.936633
1135,4.0,1641.0,BT997143,294,76,1045.48,2025-10-13 14:25:20.936657
1136,4.0,1108.0,BT546024,500,44,342.16,2026-06-14 14:25:20.936680
1137,4.0,1019.0,BT850149,485,45,1161.3,2026-04-29 14:25:20.936704
1138,1.0,513.0,BT351078,240,60,1152.27,2025-11-26 14:25:20.936728
1139,2.0,50.0,BT117287,140,40,440.56,2025-10-18 14:25:20.936752
1140,3.0,1864.0,BT954974,342,63,45.3,2026-02-02 14:25:20.936775
1141,2.0,239.0,BT204388,320,64,870.8,2026-02-23 14:25:20.936799
1142,2.0,1596.0,BT434445,295,55,964.68,2025-10-27 14:25:20.936822
1143,1.0,1511.0,BT464983,58,70,1033.17,2025-09-15 14:25:20.936845
1144,3.0,1764.0,BT797885,457,73,1003.3,2026-04-19 14:25:20.936869
1145,2.0,565.0,BT738540,228,33,33.28,2026-07-18 14:25:20.936892
1146,3.0,687.0,BT685667,152,29,837.61,2025-12-30 14:25:20.936916
1147,1.0,411.0,BT717142,244,57,1430.28,2025-11-20 14:25:20.936939
1148,1.0,2918.0,BT379646,302,61,52.45,2026-04-23 14:25:20.936963
1149,3.0,2513.0,BT378138,61,60,899.37,2026-06-29 14:25:20.936986
1150,1.0,2663.0,BT421454,18,52,431.96,2025-12-09 14:25:20.937009
1151,3.0,1527.0,BT156520,289,26,166.21,2025-10-17 14:25:20.937031
1152,2.0,28.0,BT804751,104,31,1451.23,2026-02-06 14:25:20.937055
1153,4.0,2666.0,BT910746,219,61,162.53,2026-05-05 14:25:20.937078
1154,1.0,406.0,BT880526,298,23,700.28,2025-12-06 14:25:20.937100
1155,1.0,2594.0,BT312579,131,32,965.02,2026-03-08 14:25:20.937123
1156,2.0,1199.0,BT610362,344,57,423.64,2026-01-24 14:25:20.937146
1157,1.0,775.0,BT253353,350,66,194.03,2026-05-20 14:25:20.937169
1158,3.0,2284.0,BT100141,298,75,1440.41,2025-08-19 14:25:20.937191
1159,2.0,546.0,BT242937,242,28,734.18,2026-02-11 14:25:20.937215
1160,3.0,1651.0,BT955312,333,57,284.88,2026-04-17 14:25:20.937238
1161,4.0,2972.0,BT300737,388,74,1256.04,2026-02-18 14:25:20.937262
1162,4.0,2803.0,BT842128,484,73,163.04,2025-10-22 14:25:20.937284
1163,1.0,1220.0,BT938410,346,65,75.07,2025-11-21 14:25:20.937308
1164,3.0,64.0,BT385289,117,21,34.01,2026-01-21 14:25:20.937331
1165,3.0,1972.0,BT475311,308,46,1357.15,2026-07-02 14:25:20.937353
1166,3.0,1308.0,BT227081,117,72,247.92,2026-03-22 14:25:20.937377
1167,3.0,1914.0,BT935025,0,69,449.42,2026-06-17 14:25:20.937409
1168,4.0,2900.0,BT215394,278,50,32.5,2026-04-26 14:25:20.937433
1169,4.0,1400.0,BT732529,151,80,81.84,2025-11-11 14:25:20.937456
1170,2.0,672.0,BT355869,363,74,682.61,2026-02-28 14:25:20.937479
1171,3.0,199.0,BT706783,301,35,989.81,2026-03-21 14:25:20.937502
1172,2.0,2945.0,BT490379,347,21,231.15,2026-02-08 14:25:20.937525
1173,2.0,1540.0,BT135902,431,60,1227.55,2026-06-17 14:25:20.937548
1174,3.0,2628.0,BT421867,243,50,813.15,2026-06-23 14:25:20.937571
1175,4.0,473.0,BT979438,141,38,185.81,2026-07-07 14:25:20.937594
1176,2.0,2169.0,BT802830,374,35,414.22,2026-02-12 14:25:20.937617
1177,2.0,1395.0,BT631280,444,38,809.82,2025-08-05 14:25:20.937641
1178,2.0,558.0,BT152689,101,56,1323.61,2025-12-31 14:25:20.937665
1179,4.0,1601.0,BT628585,104,45,183.32,2025-11-16 14:25:20.937687
1180,4.0,2651.0,BT249646,380,59,1386.45,2025-12-01 14:25:20.937711
1181,1.0,671.0,BT654577,184,38,1001.45,2026-07-13 14:25:20.937734
1182,2.0,1281.0,BT552080,406,77,1351.5,2026-02-04 14:25:20.937758
1183,2.0,635.0,BT626794,318,64,406.58,2025-10-30 14:25:20.937780
1184,2.0,1674.0,BT850125,266,25,1477.86,2026-06-16 14:25:20.937804
1185,2.0,456.0,BT566957,220,78,71.21,2025-10-22 14:25:20.937828
1186,4.0,134.0,BT778957,335,45,696.2,2026-07-16 14:25:20.937851
1187,4.0,2173.0,BT303581,331,60,429.97,2025-09-23 14:25:20.937874
1188,4.0,1013.0,BT631867,407,45,699.79,2026-04-30 14:25:20.937899
1189,4.0,1235.0,BT159777,284,79,331.25,2025-12-18 14:25:20.937922
1190,1.0,1206.0,BT767705,213,33,1244.78,2026-02-05 14:25:20.937945
1191,4.0,7.0,BT121540,194,71,387.83,2026-05-15 14:25:20.937968
1192,4.0,2888.0,BT434755,472,39,478.64,2025-12-30 14:25:20.937992
1193,1.0,103.0,BT402408,199,39,681.92,2025-11-27 14:25:20.938016
1194,2.0,177.0,BT508798,107,79,65.21,2026-03-24 14:25:20.938040
1195,3.0,2356.0,BT880820,388,37,991.43,2026-02-23 14:25:20.938063
1196,2.0,1286.0,BT303398,325,63,561.06,2026-02-24 14:25:20.938087
1197,2.0,1097.0,BT733201,60,63,171.01,2026-01-19 14:25:20.938110
1198,1.0,1217.0,BT163652,11,22,628.42,2025-09-19 14:25:20.938134
1199,4.0,1322.0,BT940383,482,61,1470.66,2026-01-19 14:25:20.938158
1200,2.0,2179.0,BT781503,168,79,542.45,2025-12-13 14:25:20.938181
1201,3.0,1215.0,BT446284,57,22,514.15,2026-06-30 14:25:20.938205
1202,1.0,1020.0,BT959737,296,26,1254.02,2025-11-16 14:25:20.938228
1203,3.0,231.0,BT834386,239,57,1298.41,2025-08-06 14:25:20.938251
1204,2.0,2924.0,BT957108,36,32,1267.1,2025-12-07 14:25:20.938275
1205,2.0,978.0,BT370384,343,24,817.83,2026-06-17 14:25:20.938299
1206,3.0,698.0,BT248664,466,37,14.57,2026-01-03 14:25:20.938322
1207,3.0,2860.0,BT986668,300,50,946.79,2026-03-03 14:25:20.938346
1208,3.0,2419.0,BT377767,454,51,1216.42,2025-11-25 14:25:20.938369
1209,2.0,1517.0,BT727982,280,63,37.62,2026-07-05 14:25:20.938401
1210,1.0,432.0,BT546315,424,72,272.91,2026-06-19 14:25:20.938428
1211,3.0,320.0,BT910569,329,69,1328.85,2025-12-04 14:25:20.938453
1212,4.0,1887.0,BT160240,230,47,1223.67,2025-10-31 14:25:20.938476
1213,1.0,1154.0,BT247308,112,72,215.11,2025-10-20 14:25:20.938500
1214,1.0,492.0,BT649811,62,22,989.8,2025-12-22 14:25:20.938529
1215,2.0,1434.0,BT874248,111,73,926.29,2025-11-07 14:25:20.938554
1216,2.0,2869.0,BT447556,133,56,1391.78,2026-02-18 14:25:20.938577
1217,2.0,2763.0,BT660347,88,28,686.21,2025-12-30 14:25:20.938599
1218,4.0,1689.0,BT125002,180,43,1228.02,2026-07-08 14:25:20.938622
1219,2.0,175.0,BT577177,213,71,982.44,2025-10-20 14:25:20.938646
1220,2.0,1810.0,BT851583,69,47,430.31,2025-12-30 14:25:20.938669
1221,3.0,417.0,BT256574,383,33,1373.85,2025-12-23 14:25:20.938692
1222,3.0,522.0,BT474768,222,41,697.71,2026-06-25 14:25:20.938715
1223,4.0,1557.0,BT620882,84,67,655.38,2025-08-13 14:25:20.938738
1224,1.0,1089.0,BT572201,87,59,242.95,2025-12-25 14:25:20.938762
1225,1.0,90.0,BT153738,238,46,1356.96,2025-10-22 14:25:20.938786
1226,4.0,1137.0,BT198667,160,62,761.02,2025-12-28 14:25:20.938810
1227,2.0,803.0,BT850139,378,29,1053.69,2026-02-16 14:25:20.938833
1228,2.0,1607.0,BT737208,66,51,915.86,2025-09-14 14:25:20.938856
1229,3.0,1487.0,BT824826,326,50,1115.1,2026-07-09 14:25:20.938880
1230,4.0,1447.0,BT432151,79,34,222.05,2026-01-10 14:25:20.938903
1231,4.0,2598.0,BT884992,429,39,360.39,2025-09-05 14:25:20.938925
1232,3.0,1245.0,BT833221,253,43,1449.05,2025-12-14 14:25:20.938950
1233,1.0,1407.0,BT993726,66,65,815.75,2026-07-06 14:25:20.938976
1234,1.0,1770.0,BT638693,350,26,1446.17,2025-12-29 14:25:20.938999
1235,2.0,1385.0,BT558787,172,51,800.88,2026-01-18 14:25:20.939021
1236,3.0,766.0,BT151555,253,44,548.83,2026-05-25 14:25:20.939044
1237,2.0,443.0,BT880264,109,32,778.78,2025-10-21 14:25:20.939067
1238,4.0,2792.0,BT986693,425,68,718.09,2026-03-10 14:25:20.939090
1239,2.0,2362.0,BT203293,132,72,164.16,2026-01-24 14:25:20.939113
1240,3.0,1647.0,BT560595,460,73,480.75,2026-02-13 14:25:20.939137
1241,3.0,2472.0,BT975870,112,61,1140.41,2026-07-18 14:25:20.939160
1242,3.0,1412.0,BT382312,243,59,1495.35,2025-12-06 14:25:20.939183
1243,1.0,2274.0,BT613637,291,79,1238.7,2025-10-05 14:25:20.939206
1244,3.0,2944.0,BT255981,171,56,438.31,2025-08-31 14:25:20.939230
1245,4.0,1762.0,BT234112,214,71,550.53,2026-01-21 14:25:20.939253
1246,2.0,2535.0,BT565086,308,69,1169.36,2026-02-06 14:25:20.939276
1247,3.0,162.0,BT287128,229,70,249.42,2026-07-01 14:25:20.939299
1248,2.0,2476.0,BT597372,295,34,72.16,2026-03-14 14:25:20.939323
1249,4.0,2830.0,BT672166,355,39,657.59,2025-11-07 14:25:20.939345
1250,4.0,2923.0,BT775068,471,67,1126.75,2026-05-26 14:25:20.939368
1251,3.0,491.0,BT893954,238,33,17.63,2025-10-23 14:25:20.939398
1252,4.0,579.0,BT777905,379,63,1378.15,2026-04-02 14:25:20.939424
1253,2.0,2236.0,BT458954,52,22,327.62,2025-11-07 14:25:20.939446
1254,1.0,908.0,BT787909,498,53,1285.65,2025-09-25 14:25:20.939469
1255,4.0,1263.0,BT552793,198,53,1479.06,2025-11-14 14:25:20.939492
1256,4.0,1941.0,BT693268,450,20,590.71,2025-11-30 14:25:20.939515
1257,4.0,1345.0,BT590304,240,70,1331.73,2026-06-21 14:25:20.939538
1258,2.0,2602.0,BT542495,364,36,1002.47,2026-07-05 14:25:20.939560
1259,2.0,565.0,BT587930,24,59,758.53,2026-04-13 14:25:20.939583
1260,3.0,1934.0,BT253846,348,56,743.47,2026-07-15 14:25:20.939606
1261,3.0,2125.0,BT339296,398,39,851.48,2026-04-30 14:25:20.939629
1262,4.0,513.0,BT744131,187,77,545.24,2025-09-13 14:25:20.939652
1263,4.0,2187.0,BT313493,59,76,1069.9,2026-02-26 14:25:20.939676
1264,1.0,553.0,BT191116,146,45,774.26,2025-12-12 14:25:20.939698
1265,3.0,1982.0,BT728105,85,48,547.0,2025-08-01 14:25:20.939721
1266,1.0,431.0,BT244912,191,76,1273.27,2026-02-10 14:25:20.939745
1267,4.0,2858.0,BT561959,140,29,774.07,2026-02-07 14:25:20.939768
1268,4.0,2070.0,BT220082,267,20,1452.66,2026-05-04 14:25:20.939791
1269,4.0,2083.0,BT808910,153,24,557.37,2025-11-04 14:25:20.939814
1270,2.0,2469.0,BT321346,174,49,1167.56,2026-06-09 14:25:20.939837
1271,4.0,1286.0,BT885132,461,65,1200.47,2026-05-13 14:25:20.939860
1272,4.0,1773.0,BT800832,290,38,1011.63,2026-01-10 14:25:20.939883
1273,2.0,733.0,BT151037,337,48,733.77,2026-05-01 14:25:20.939906
1274,1.0,841.0,BT465302,397,65,168.94,2025-12-27 14:25:20.939929
1275,2.0,2287.0,BT460798,147,58,520.01,2025-12-12 14:25:20.939952
1276,2.0,1601.0,BT626999,165,68,1387.19,2026-01-20 14:25:20.939975
1277,2.0,2465.0,BT941751,334,31,1213.33,2025-12-06 14:25:20.939998
1278,1.0,509.0,BT384669,275,73,655.54,2025-09-07 14:25:20.940020
1279,2.0,1905.0,BT993040,308,31,396.82,2025-10-16 14:25:20.940043
1280,3.0,2095.0,BT851504,366,70,508.02,2025-12-21 14:25:20.940067
1281,1.0,724.0,BT463948,50,68,1356.71,2025-09-05 14:25:20.940091
1282,1.0,713.0,BT784338,143,46,937.84,2025-10-05 14:25:20.940115
1283,4.0,840.0,BT227844,146,30,474.47,2025-09-09 14:25:20.940138
1284,1.0,1071.0,BT965446,183,77,1120.39,2025-12-30 14:25:20.940162
1285,2.0,2910.0,BT879927,254,63,589.48,2026-01-04 14:25:20.940187
1286,3.0,2003.0,BT330751,22,31,896.57,2025-07-24 14:25:20.940210
1287,2.0,1323.0,BT106273,487,40,87.06,2026-02-22 14:25:20.940233
1288,4.0,2400.0,BT603555,222,68,314.41,2025-10-29 14:25:20.940257
1289,2.0,2867.0,BT593789,228,73,290.37,2026-07-12 14:25:20.940280
1290,4.0,2423.0,BT293034,170,73,1009.27,2025-10-31 14:25:20.940303
1291,3.0,1986.0,BT782863,211,41,379.5,2025-10-09 14:25:20.940326
1292,2.0,154.0,BT805913,253,56,990.05,2026-06-23 14:25:20.940349
1293,1.0,2427.0,BT512053,417,62,574.07,2026-01-11 14:25:20.940373
1294,2.0,2549.0,BT259787,335,64,1303.38,2025-10-01 14:25:20.940403
1295,1.0,2765.0,BT210080,415,77,398.21,2026-04-07 14:25:20.940427
1296,4.0,923.0,BT596709,24,28,409.4,2026-03-17 14:25:20.940451
1297,2.0,1958.0,BT465904,365,35,348.65,2026-03-01 14:25:20.940474
1298,4.0,1142.0,BT674841,57,63,1083.78,2025-11-24 14:25:20.940497
1299,1.0,922.0,BT835089,425,64,651.78,2026-03-11 14:25:20.940519
1300,1.0,166.0,BT725835,169,56,1185.45,2026-02-21 14:25:20.940543
1301,2.0,2880.0,BT488826,209,54,126.61,2025-10-20 14:25:20.940566
1302,2.0,1572.0,BT256300,394,52,403.67,2025-08-24 14:25:20.940589
1303,3.0,876.0,BT161800,221,40,203.66,2026-04-07 14:25:20.940612
1304,1.0,785.0,BT244530,263,32,718.21,2025-11-01 14:25:20.940636
1305,3.0,394.0,BT163985,139,27,532.99,2026-07-07 14:25:20.940659
1306,2.0,1565.0,BT960907,314,70,906.79,2026-06-08 14:25:20.940682
1307,2.0,2728.0,BT197431,169,60,724.8,2025-10-25 14:25:20.940705
1308,1.0,1560.0,BT907948,475,66,483.09,2025-11-09 14:25:20.940729
1309,3.0,1528.0,BT818334,437,38,133.71,2025-08-17 14:25:20.940752
1310,3.0,1133.0,BT420069,351,53,1478.59,2026-02-28 14:25:20.940775
1311,2.0,892.0,BT422811,126,23,771.67,2025-09-13 14:25:20.940798
1312,4.0,1465.0,BT143824,116,50,1428.46,2026-02-05 14:25:20.940821
1313,4.0,2647.0,BT766490,480,54,39.17,2025-09-03 14:25:20.940845
1314,1.0,1847.0,BT356216,143,66,1092.88,2025-12-11 14:25:20.940867
1315,4.0,282.0,BT328740,195,64,609.47,2026-04-04 14:25:20.940890
1316,2.0,202.0,BT873414,193,77,969.41,2025-10-25 14:25:20.940913
1317,4.0,1524.0,BT731015,82,67,142.74,2025-12-04 14:25:20.940936
1318,2.0,277.0,BT449384,245,66,960.79,2026-01-18 14:25:20.940959
1319,3.0,2076.0,BT313884,160,61,986.65,2025-09-10 14:25:20.940983
1320,4.0,439.0,BT912764,237,76,660.66,2026-07-05 14:25:20.941006
1321,4.0,716.0,BT309182,125,60,739.95,2026-04-04 14:25:20.941029
1322,3.0,2101.0,BT776104,384,63,386.53,2026-06-21 14:25:20.941052
1323,2.0,306.0,BT233032,57,58,876.73,2025-07-18 14:25:20.941075
1324,4.0,2266.0,BT545812,490,36,186.65,2025-12-24 14:25:20.941099
1325,2.0,1194.0,BT617139,174,68,1087.84,2026-03-26 14:25:20.941123
1326,1.0,1330.0,BT340547,494,74,687.95,2026-02-09 14:25:20.941146
1327,4.0,2725.0,BT872312,256,39,94.88,2025-12-27 14:25:20.941169
1328,1.0,59.0,BT436142,88,61,482.43,2026-06-09 14:25:20.941193
1329,3.0,955.0,BT947592,289,69,878.11,2026-01-30 14:25:20.941216
1330,2.0,1747.0,BT946389,295,68,1050.87,2026-05-13 14:25:20.941239
1331,4.0,2307.0,BT619571,248,54,705.89,2025-11-22 14:25:20.941261
1332,1.0,2351.0,BT293467,373,57,506.93,2025-11-24 14:25:20.941284
1333,1.0,1113.0,BT954708,131,26,1422.41,2025-11-23 14:25:20.941307
1334,2.0,2553.0,BT344502,300,43,1387.23,2025-09-22 14:25:20.941330
1335,3.0,794.0,BT143997,235,56,339.44,2026-01-30 14:25:20.941354
1336,1.0,2890.0,BT584472,462,41,128.4,2026-04-21 14:25:20.941377
1337,2.0,24.0,BT907192,351,21,550.54,2025-07-25 14:25:20.941407
1338,1.0,1161.0,BT121919,170,79,903.48,2026-06-20 14:25:20.941432
1339,2.0,23.0,BT861257,190,25,569.37,2026-05-07 14:25:20.941455
1340,4.0,19.0,BT387796,77,76,724.29,2025-07-29 14:25:20.941478
1341,3.0,174.0,BT197628,105,73,168.12,2026-06-23 14:25:20.941502
1342,4.0,2386.0,BT884243,342,58,381.57,2026-03-03 14:25:20.941525
1343,1.0,2600.0,BT905904,160,31,1115.98,2025-08-12 14:25:20.941548
1344,1.0,225.0,BT165158,407,32,1105.11,2026-05-18 14:25:20.941572
1345,3.0,408.0,BT148406,223,28,321.03,2025-12-27 14:25:20.941595
1346,3.0,47.0,BT209652,241,27,105.31,2025-10-31 14:25:20.941618
1347,1.0,15.0,BT399516,77,79,457.58,2025-10-15 14:25:20.941643
1348,2.0,251.0,BT243627,3,77,1338.11,2026-02-17 14:25:20.941666
1349,1.0,712.0,BT302567,150,76,63.34,2025-10-19 14:25:20.941689
1350,4.0,1769.0,BT612622,221,52,1267.47,2025-11-30 14:25:20.941713
1351,2.0,2967.0,BT636358,432,36,584.69,2026-03-28 14:25:20.941736
1352,3.0,986.0,BT654104,368,64,1424.97,2026-07-03 14:25:20.941760
1353,3.0,1137.0,BT256278,490,29,612.97,2025-09-01 14:25:20.941783
1354,2.0,2655.0,BT935226,354,72,1386.83,2026-02-09 14:25:20.941806
1355,4.0,2825.0,BT269948,346,63,857.65,2026-03-25 14:25:20.941831
1356,4.0,1474.0,BT833307,324,52,885.93,2026-05-30 14:25:20.941854
1357,3.0,1757.0,BT267604,269,68,1198.76,2025-10-04 14:25:20.941878
1358,3.0,515.0,BT718607,253,69,313.99,2025-11-24 14:25:20.941902
1359,4.0,1718.0,BT782491,497,40,84.51,2026-02-18 14:25:20.941925
1360,4.0,278.0,BT179575,62,33,181.43,2025-11-12 14:25:20.941948
1361,1.0,1920.0,BT517000,19,75,241.54,2025-12-20 14:25:20.941971
1362,2.0,386.0,BT908054,299,27,285.03,2026-06-26 14:25:20.941994
1363,4.0,1291.0,BT659660,100,44,1145.47,2025-12-15 14:25:20.942017
1364,1.0,2995.0,BT435756,178,70,721.94,2025-07-19 14:25:20.942039
1365,1.0,2347.0,BT308075,469,80,11.81,2026-05-25 14:25:20.942063
1366,4.0,377.0,BT292037,484,78,165.06,2026-06-18 14:25:20.942087
1367,2.0,694.0,BT345098,315,48,1283.77,2025-09-22 14:25:20.942110
1368,2.0,2342.0,BT795558,248,59,1166.12,2025-11-15 14:25:20.942134
1369,3.0,2280.0,BT180234,8,58,421.14,2025-08-14 14:25:20.942158
1370,1.0,638.0,BT709071,355,59,994.63,2025-12-06 14:25:20.942182
1371,4.0,431.0,BT776953,462,74,838.22,2025-10-07 14:25:20.942205
1372,4.0,2345.0,BT845581,184,65,807.69,2026-03-21 14:25:20.942229
1373,4.0,1305.0,BT878271,48,56,209.98,2025-11-08 14:25:20.942252
1374,4.0,2788.0,BT931558,96,45,501.64,2026-06-10 14:25:20.942275
1375,1.0,965.0,BT620846,336,47,1354.26,2026-03-25 14:25:20.942298
1376,1.0,1176.0,BT652477,478,65,530.74,2026-03-03 14:25:20.942321
1377,1.0,230.0,BT119464,213,50,1250.6,2026-06-07 14:25:20.942345
1378,2.0,1858.0,BT275135,397,40,1432.64,2025-08-31 14:25:20.942368
1379,1.0,2763.0,BT249489,414,69,1402.57,2026-04-27 14:25:20.942397
1380,3.0,531.0,BT478338,313,64,1029.61,2026-06-02 14:25:20.942421
1381,1.0,1266.0,BT740861,18,63,1170.5,2025-08-31 14:25:20.942445
1382,1.0,1677.0,BT700593,198,58,975.74,2026-05-26 14:25:20.942469
1383,4.0,2633.0,BT382488,117,60,264.44,2026-06-17 14:25:20.942492
1384,1.0,2790.0,BT183387,77,72,823.29,2026-07-03 14:25:20.942516
1385,3.0,326.0,BT816906,22,58,705.16,2025-07-29 14:25:20.942540
1386,1.0,1171.0,BT246687,337,59,1062.95,2025-08-31 14:25:20.942564
1387,2.0,1883.0,BT431842,498,41,1384.59,2025-12-05 14:25:20.942588
1388,1.0,2520.0,BT225720,135,37,37.4,2025-09-05 14:25:20.942611
1389,4.0,326.0,BT803421,65,60,1451.32,2025-10-21 14:25:20.942634
1390,4.0,2861.0,BT237109,362,23,878.21,2025-07-21 14:25:20.942657
1391,1.0,946.0,BT218355,20,36,437.34,2026-03-28 14:25:20.942681
1392,3.0,1387.0,BT402260,176,74,1056.4,2025-12-04 14:25:20.942704
1393,3.0,2221.0,BT927564,496,49,590.85,2025-10-16 14:25:20.942727
1394,2.0,751.0,BT190478,335,58,1422.11,2026-06-30 14:25:20.942751
1395,1.0,2118.0,BT634285,282,77,1380.19,2026-02-25 14:25:20.942774
1396,4.0,2037.0,BT840435,23,41,412.35,2026-07-10 14:25:20.942798
1397,2.0,1092.0,BT456005,427,63,1415.06,2026-04-02 14:25:20.942821
1398,4.0,561.0,BT134078,406,28,1464.12,2025-11-16 14:25:20.942844
1399,3.0,2042.0,BT609572,390,55,355.71,2025-09-01 14:25:20.942867
1400,4.0,146.0,BT602644,494,67,801.31,2025-09-29 14:25:20.942891
1401,4.0,1233.0,BT222644,333,37,820.28,2025-08-02 14:25:20.942914
1402,3.0,1572.0,BT561020,208,78,443.59,2026-05-29 14:25:20.942937
1403,3.0,2073.0,BT869612,25,54,24.06,2026-07-12 14:25:20.942960
1404,3.0,53.0,BT580469,419,40,385.23,2025-09-07 14:25:20.942983
1405,3.0,341.0,BT704375,168,58,1187.97,2025-10-06 14:25:20.943006
1406,1.0,1774.0,BT485912,275,51,574.88,2026-04-15 14:25:20.943030
1407,3.0,2670.0,BT160950,400,67,1363.71,2025-10-31 14:25:20.943053
1408,2.0,561.0,BT328507,151,76,1381.5,2025-12-07 14:25:20.943077
1409,2.0,2753.0,BT433600,260,78,752.25,2025-10-23 14:25:20.943100
1410,3.0,73.0,BT482085,301,56,1144.03,2026-05-15 14:25:20.943123
1411,3.0,2473.0,BT776180,441,35,577.74,2026-04-24 14:25:20.943145
1412,3.0,1138.0,BT406575,188,39,1086.55,2025-10-06 14:25:20.943169
1413,1.0,159.0,BT957952,471,48,55.19,2025-09-13 14:25:20.943192
1414,1.0,652.0,BT479356,259,51,201.01,2026-01-29 14:25:20.943215
1415,1.0,134.0,BT220753,258,21,428.02,2026-06-19 14:25:20.943238
1416,3.0,2368.0,BT520857,466,57,478.29,2026-04-09 14:25:20.943261
1417,2.0,2259.0,BT897737,263,41,970.05,2025-12-30 14:25:20.943284
1418,4.0,2276.0,BT847403,206,28,466.01,2026-02-25 14:25:20.943307
1419,1.0,2917.0,BT717762,310,67,767.82,2026-04-21 14:25:20.943330
1420,4.0,1029.0,BT323346,308,42,566.15,2026-05-10 14:25:20.943354
1421,1.0,1322.0,BT196719,351,22,669.44,2025-10-22 14:25:20.943377
1422,4.0,693.0,BT141052,302,66,602.2,2026-04-27 14:25:20.943407
1423,2.0,1754.0,BT614182,382,79,82.31,2025-08-25 14:25:20.943438
1424,2.0,2622.0,BT686266,420,75,1251.91,2026-06-01 14:25:20.943463
1425,4.0,1886.0,BT982172,396,73,1105.96,2026-06-20 14:25:20.943487
1426,4.0,260.0,BT347365,137,38,813.34,2025-08-04 14:25:20.943510
1427,1.0,1528.0,BT838009,183,25,809.4,2026-06-20 14:25:20.943533
1428,3.0,782.0,BT328598,300,71,830.41,2026-04-13 14:25:20.943557
1429,4.0,1405.0,BT885538,308,57,360.99,2025-11-26 14:25:20.943580
1430,2.0,2361.0,BT474848,126,47,1175.05,2025-10-03 14:25:20.943603
1431,1.0,2347.0,BT630317,450,45,1432.54,2026-01-19 14:25:20.943627
1432,1.0,842.0,BT421451,49,67,420.35,2025-11-26 14:25:20.943650
1433,3.0,210.0,BT481994,218,57,10.89,2025-09-25 14:25:20.943673
1434,4.0,458.0,BT994129,230,50,250.65,2026-03-19 14:25:20.943697
1435,1.0,130.0,BT556448,291,49,1261.61,2026-02-22 14:25:20.943720
1436,1.0,436.0,BT295588,73,23,532.25,2025-09-07 14:25:20.943743
1437,1.0,1417.0,BT672321,266,48,192.46,2026-05-25 14:25:20.943765
1438,1.0,372.0,BT209945,372,32,575.82,2026-04-03 14:25:20.943789
1439,1.0,909.0,BT597415,183,26,520.52,2025-08-14 14:25:20.943812
1440,2.0,2536.0,BT810391,392,72,401.54,2025-09-05 14:25:20.943835
1441,2.0,96.0,BT883637,433,58,889.23,2025-10-31 14:25:20.943859
